id,texto,classe
1201,"após cirurgia, severino cavalcanti terá alta de uti, diz hospital: ex-presidente da câmara foi submetido a um implante da válvula aórtica. boletim informa que ele pode deixar hospital na próxima semana.",neutro
1873,"estudo aponta que desenvolvimento baseado em desmatamento é passageiro: desenvolvimento humano é pior com desmatamento extremo, mostra artigo. esgotamento de recursos naturais levaria a decadência econômica.",desgosto
1864,polícia de mg apreende cerca de 100 quilos de droga escondida em pneus: suspeitos foram abordados por federais em borracharia. droga estava em pneus de caminhão com placas de mt.,desgosto
667,"nova gripe provoca segunda morte nos eua, diz governo do texas: vítima do vírus é mulher da cidade de mcallen, segundo autoridades. ela é a primeira cidadã americana a morrer afetada pela doença.",tristeza
1573,lula sanciona lei que assegura direitos a gestantes e mães que cumprem pena: lei prevê assistência médica pré e pós-natal em penitenciárias femininas. estabelecimentos devem também providenciar creches e berçários.,surpresa
1651,"suspeito de violentar filho está em liberdade em caxias do sul. suspeito de abusar sexualmente do filho de cinco anos, um garagista de 47 anos responderá a inquérito policial em liberdade em caxias do sul.",desgosto
1139,"aciub contesta lei que altera tamanho de lotes para indústrias em uberlândia. representante da associação diz que faltou comunicação com entidades. lei visa alterar tamanho dos terrenos de 2,5 mil metros quadrados para mil.",neutro
364,"secretário de tesouro do eua diz ser cedo para fim de estímulos à economia: timothy geithner participou de encontro de ministros do g8, na itália. para ele, governos devem firmar políticas fiscais mais sustentáveis.",neutro
264,corregedor do senado quer participar de investigação sobre agaciel e zoghbi: romeu tuma vai pedir compartilhamento do inquérito ao mpf. ex-diretores são investigados por irregularidades em créditos consignados.,neutro
945,"pitbull é sacrificado após atacar criança e pm em delta, mg. criança teve ferimento de raspão na perna. militar efetuou quatro disparos contra o animal quando foi atacado.",tristeza
19,"mesmo com pandemia, população pode ficar tranquila, diz ministério da saúde: ministra interina informou que transmissão permanece limitada no país. segundo ela, há 52 casos de influenza a confirmados no brasil.",medo
885,"odebrecht arremata terreno da ebal em jaguaribe. a odebrecht arrematou, com o lance mínimo de r$ 7,5 milhões, a sede de praia da empresa baiana de alimentos (ebal), localizada na rua manoel de oliveira mendes, em jaguaribe.",neutro
387,"cavalo faz pegadinha ao surgir em estábulo e quase morde funcionário. homem passava com baldes dágua em pista de corrida em indiana (eua). animal surgiu e quase deu mordida do homem, que acabou caindo no chão.",surpresa
1373,"decisão de libertar soldado refém do talibã foi unânime, diz pentágono. chuck hagel disse que se considerou que vida do refém estava em perigo. soldado foi solto cinco anos após ser capturado no afeganistão.",alegria
137,acidente com ônibus e trem mata 47 crianças no sul do egito. outras 13 crianças ficaram gravemente feridas. também morreram o motorista do veículo e duas pessoas responsáveis pelos alunos.,tristeza
1398,gestantes com vaga temporária não podem ser demitidas. tribunal superior do trabalho modificou súmulas de estabilidade de emprego.,alegria
1472,especialistas comparam recessão técnica no brasil com outros países: china e índia estão em melhor posição que o brasil. ministro da fazenda acredita que o pior já passou.,neutro
1859,"esportivo perde 5 mandos de jogo por racismo contra árbitro. clube escapou de punições maiores, como perda de pontos e exclusão. cabe recurso",neutro
1717,"trio usava arma da polícia para roubos e vendas de carros clonados no am. para abordar vítimas, o trio usava uma pistola roubada da polícia civil. homens vendiam veículos para supostos clientes em outras cidades.",desgosto
1940,indonésia é acusada de matar filho de 9 anos por ter pênis pequeno. ela afirmou à polícia que menino teria futuro sombrio. teste psicológico vai avaliar a condição mental dela.,raiva
1344,site do kremlin é atingido por ataque poderoso. hackers derrubaram o site da presidência e do banco central. governo não informou quem acredita estar por trás do ataque.,neutro
399,"em santa catarina, a maioria das escolas tem aulas normalmente: rede bom jesus adiou o fim das férias de julho por causa da gripe. aulas na udesc começaram na segunda para cerca de 10 mil alunos.",neutro
1120,hsbc vende participação em empresa por us$ 307 milhões: hms atua no processamento de operações com cartão de crédito. a compradora global payments já detinha o restante da hms.,neutro
406,cliente acha dente em linguiça comprada em mercado britânico. caso ocorreu em supermercado da rede tesco. lauren gooch achou objeto enquanto preparava prato.,surpresa
1313,"idoso é preso suspeito de estuprar adolescente em campo grande. homem de 61 anos chegou a oferecer dinheiro à mãe para evitar denúncia. abusos aconteciam desde o mês de janeiro de 2014, segundo a polícia.",raiva
181,"no pará, polícia apreende caminhão com carga contrabandeada. cerca de 20 volumes de roupas teriam sido adquiridas no suriname. mercadoria estava avaliada em r$ 50 mil.",desgosto
685,"após 3 dias, abastecimento de água é normalizado em bairros de porto velho. adutora se rompeu e deixou bairros da zona norte e central sem água. caerd diz que conserto foi dificultado por causa da enchente do rio madeira.",neutro
1947,"prefeito de veneza é preso por suspeita de corrupção. giorgio orsoni teria cometido crime em projeto de us$ 6,8 bilhões. outras 33 pessoas tiveram ordem de prisão emitida na itália.",desgosto
1563,corrida de freiras promove novo musical em londres: centenas de pessoas se fantasiaram de freira. nome do novo musical é sister act.,alegria
1111,bebê nasce infectado com nova gripe na tailândia: o bebê nasceu prematuro no sábado (25). a mãe ainda continua muito doente no hospital.,tristeza
621,"menino de 10 anos morre em desabamento em salvador: segundo a defesa civil da capital baiana, outras 8 pessoas ficaram feridas. engenheiro do órgão está no local para checar as causas do acidente.",tristeza
152,"namorado que matou modelo pega prisão perpétua na inglaterra: amy leigh barnes ligou para a polícia enquanto era atacada. ‘você é um homem demoníaco’, disse o juiz para o acusado.",raiva
1275,"homem rouba 2 bolsas e é espancado por 10 pessoas em araraquara, sp. suspeito de 36 anos está em estado grave e respira com aparelhos. esse foi o 2º caso de espancamento registrado na cidade em 9 dias.",tristeza
488,"mortos em explosão e desabamento de prédios em ny sobem para 8. pelo menos 69 pessoas ficaram feridas, informaram as autoridades. prefeito descreveu o fato como uma ""tragédia da pior classe"".",tristeza
522,"explosão mata dois na espanha: ataque destruiu carro em quartel da guarda civil na ilha de mallorca. na quarta, carro-bomba feriu 60 no norte do país.",tristeza
351,"complexo petroquímico na holanda pega fogo após explosão. ainda não se sabe causa do acidente. explosão ocorreu durante mudança de turno, dizem funcionários.",desgosto
232,"fruet comemora ""dia do careca"" com foto-montagem no facebook. a piada provocou reações positivas e negativas dos internautas: alguns elogiaram o bom humor do prefeito, enquanto outros o criticaram pela brincadeira",alegria
1699,peixe bizarro encontrado nos eua é identificado por instituto. organização disse que animal é da ordem dos ateleopodiformes. animal geralmente é encontrado em profundidades de mais de 300 m.,surpresa
1981,"prefeitura de pato branco, no pr, é incendiada por vândalos. caso aconteceu na madrugada de domingo (9); ninguém se feriu. na praça do centro da cidade, a decoração de natal também foi danificada.",raiva
1138,"gripe pode fazer economia do méxico crescer 0,5 ponto a menos, diz ministro: arrecadação de impostos deve cair us$ 752 milhões em 2009. governo promete gastar us$ 1,3 bilhão na recuperação.",neutro
741,"mãe pede para policial assustar seus filhos pequenos. melissa townsend disse para o operador que precisava da ajuda de um policia para assustar seus filhos de 1 e 3 anos de idade, pois as crianças precisavam aprender a respeitá-la.",raiva
254,"tartaranhão-caçador é flagrado no momento em que capturava lagarto. cena ocorreu perto de mallnow, na alemanha. imagem foi feita pelo fotógrafo patrick pleul.",surpresa
347,polonês se queima ao atender ferro de passar em vez de telefone. thomas paczkowski estava distraído com luta de boxe. homem de 32 anos colocou ferro na orelha quando telefone tocou.,surpresa
1987,"no paraguai, lula e lugo anunciam acordo sobre energia de itaipu: brasil vai pagar us$ 360 milhões ao ano, o triplo do que paga. presidente brasileiro considerou acordo como histórico.",neutro
1571,"terremoto de 7,9 graus na escala richter atinge as filipinas. um terremoto de 7,9 graus de magnitude na escala richter atingiu as filipinas nesta sexta-feira. um alerta de tsunami foi emitido para a região, informou o serviço geológico americano e o centro de alerta de tsunami do pacífico.",medo
1943,"prioridade é reduzir inchaço do cérebro de felipe massa, diz médico: tomografias a cada 48 horas vão monitorar pressão intracraniana. especialista explica que é muito difícil prever evolução.",neutro
1495,lucro da telmex internacional cresce 126% no 2º trimestre: variação cambial favoreceu resultado da companhia. número ficou acima do esperado por analistas.,neutro
1387,"menores de 2, 3 e 9 anos são assassinados pelo próprio pai em palmas. vanderlei de lima matou as crianças com golpe de faca e disse que o fez por estarem passando necessidade.",tristeza
398,"gerdau defende aumento do investimento público no brasil: empresário participa de evento sobre competitividade em brasília. segundo ele, governo deve investir pelo menos 10% do pib.",neutro
250,"ciclone perto da nova zelândia mata três pessoas. três pessoas morreram e outras seis estão desaparecidas em vanuatu, arquipélago próximo da austrália e da nova zelândia, após a passagem de um ciclone.",tristeza
4,"sem detalhes do que será discutido, revisão do plano diretor começa na segunda (17). dez oficinas, 19 audiências públicas e canal interativo serão os meios de participação popular; ippuc pretende enviar plano revisado à câmara até o início de dezembro",neutro
1516,"israel rejeita pedido dos eua para congelar assentamentos: após pedido de hillary clinton, país diz que questão será discutida em diálogo de paz com palestinos.",neutro
1389,guardas resgatam bebê-gorila na república democrática do congo: animal de 2 anos foi encontrado dentro de uma bolsa. um homem foi preso no país africano.,alegria
101,oms diz que pode faltar verba contra febre amarela: programa internacional contra a doença pode acabar. governo brasileiro diz que compra estoques e não há risco de falta.,neutro
1217,bebê de 5 meses morre em porto rico após ser colocado no congelador. padrasto da criança a teria colocado no local gelado após discutir com a esposa.,tristeza
1992,oposição aproveita erro do governo e toma controle da cpi das ongs: presidente da cpi usou erro regimental para trocar relator. arthur virgílio foi indicado par ao lugar de inácio arruda.,neutro
1208,"comissões eleitorais são abertas na crimeia para referendo. moradores devem comprovar se estão presentes nas listas de eleitores. mais de 1,5 milhão de cédulas foram impressas para o referendo.",neutro
1530,"tensão deve baixar com reforma ministerial, diz carvalho. o ministro-chefe da secretaria-geral da presidência da república, gilberto carvalho, afirmou nesta sexta-feira, 14, acreditar que a tensão dentro da base aliada vai diminuir após as definições da reforma ministerial promovida pela presidente dilma rousseff.",neutro
105,"professor uruguaio humilha alunos em excursão. através de mensagens de texto, fotografias e encontros, ele dava ordens para que alunos cumprissem seus desejos com pena de expulsão",desgosto
1014,"eua confirmam possível nova área de busca de avião no oceano índico. segundo a casa branca, novas informações levam a abrir rota. boeing 777 da malaysia airlines com 239 a bordo está sumido desde dia 7.",tristeza
1140,"mulheres são feitas reféns e têm veículo roubado em cidade de ms. crime aconteceu na noite de terça-feira (3), em três lagoas. grupo também levou eletrônicos e dinheiro. polícia procura suspeitos.",medo
595,presidente do senado reconhece recebimento irregular de auxílio-moradia: josé sarney recebe desde o ano passado mesmo tendo imóvel no df. ele mandou cancelar seu benefício e prometeu novas regras.,desgosto
1707,"cinco carros oficiais são flagrados estacionados em calçada, em manaus. veículos estavam estacionados a menos de 300 metros do detran-am. outro automóvel estava parado em frente à rampa de acesso para deficientes.",desgosto
1578,"fortes tempestades com granizo afetam voos e eleições nos eua. eleições primárias foram suspensas em iowa. no nebraska, voos tiveram que ser paralisados.",medo
1272,britânica pega 14 semanas de prisão por matar gato no micro-ondas. mulher de 23 anos sofre de problemas psicológicos. ela admitiu ato após gato ter comido um peixe.,raiva
1659,onu vê responsabilidade de israel em incidentes da guerra na faixa de gaza: relatório atribui a israel ações que afetaram sedes das nações unidas. ofensiva israelente ocorreu em dezembro de 2008 e janeiro de 2009.,desgosto
58,"lucro da lojas renner tem alta de 9,88%, para r$ 47,8 milhões: resultados da empresa no 2º trimestre saíram nesta segunda-feira (27). no acumulado do 1º semestre, receita da rede superou r$ 1 bilhão.",neutro
1543,carro roubado há quase 15 anos em piracicaba é recuperado em foz. veículo estava com placas do paraguai e foi abordado na ponte da amizade. motorista paraguaio disse à polícia que comprou o veículo há cinco meses.,surpresa
686,"starbucks contra-ataca mcdonalds e lança menu de café-da-manhã: no mcdonalds, café-da-manhã já representa 10% do faturamento. starbucks diz acreditar que menu aumentará movimento em 17%.",neutro
842,"taxista morre após ser assaltado e jogado vivo em rio. depois de ser agredido por três menores de idade, armados com facas, o taxista josé carlos de bodas, de 59 anos, foi amarrado pelas mãos com uma corda e jogado vivo dentro de um rio em ribeirão bonito, no interior paulista.",medo
1585,"cerca de 20 famílias permanecem na raposa serra do sol, diz juiz do trf: prazo para retirada de não índios da reserva terminou no dia 30. ‘não há veículos suficientes para tirá-los de uma vez só’, disse o juiz.",neutro
1186,"ambulância tomba em rodovia com pista molhada no rs: dois ocupantes do veículo foram levados a hospital e liberados. acidente aconteceu na rs-122, na região de caxias do sul.",tristeza
113,transporte de polvo gigante atrai curiosos e gera confusão em londres. caminhão que levava réplica quebrou em cruzamento movimentado. ingleses chegarm até a tirar selfie com estátua curiosa.,surpresa
694,"idoso morre atropelado na mg-280 em viçosa, mg. segundo condutora do veículo, vítima atravessou atrás de um caminhão. corpo do idoso, de 71 anos, foi para iml de ubá.",tristeza
1027,"clientes de shopping se assustam com suposta bomba deixada por trio durante assalto. os bandidos deixaram a suposta bomba em cima do balcão da loja, deixando os funcionários e clientes assustados.",medo
1765,assalto a banco deixa 8 mortos em bagdá: polícia do iraque suspeita que autores sejam insurgentes. cinco das vítimas dormiam durante o ataque.,tristeza
1343,"garotinho diz não ter desistido de ser presidente: ele diz que focará no rio num primeiro momento, no entanto. o ex-governador declarou também total apoio à dilma, se for candidata.",neutro
1670,mãe russa se distrai com bolsa e carrinho de bebê vai parar na rua. motorista precisou buzinar para alertar mulher sobre o perigo.,desgosto
467,"mãe suspeita de agredir filha de 12 anos a pauladas é presa em teresina. criança teve traumatismo craniano e está internada, diz polícia. enfermeira que atendeu a menina denunciou o caso.",tristeza
748,"morre hal douglas, a voz dos trailers de hollywood, aos 89 anos. ele havia sido diagnosticado em 2010 com um câncer no pâncreas",tristeza
1868,"agricultores e empresas criticam monopólio do bb em crédito rural: programa mais alimentos é voltado ao financiamento da agricultura familiar. concorrência entre bancos favoreceria produtores, dizem.",neutro
280,confronto de manifestantes na ucrânia deixa um morto. centenas de manifestantes se enfrentaram na cidade de donetsk. cidade industrial tem maioria russa.,tristeza
409,aluna cria falso alarme de bomba para cancelar formatura nos eua. jovem não queria que pais descobrissem que ela não iria se formar. ela foi presa sob fiança de us$ 10 mil.,desgosto
216,"cessar-fogo em gaza começa na noite desta terça-feira, diz porta-voz do hamas. o lado israelense ainda não comentou a declaração do porta-voz mas, na manhã desta terça-feira, israel suspendeu os planos de uma ofensiva terrestre na faixa de gaza.",neutro
886,"obama nomeia thomas shannon embaixador dos eua no brasil: diplomata, que fala português, já tem aprovação da chancelaria brasileira. ele substituirá clifford m. sobel, nomeado por george w. bush.",neutro
1612,peixe alucinógeno é encontrado na grã-bretanha: consumo de cabeça da espécie mediterrânea de peixe pode provocar alucinações.,surpresa
912,"acidente entre caminhão e dois carros deixa quatro feridos no df. colisão aconteceu na br-080, na entrada de brazlândia, sentido ceilândia. uma das vítimas ficou presa nas ferragens, segundo o corpo de bombeiros.",tristeza
504,"definição sobre candidatura de ciro ao governo de sp pode sair até mês que vem: psb quer definir situação eleitoral nos estados até o final de agosto. segundo cúpula do partido, pesquisas animam ciro gomes e o psb.",neutro
443,"perto da concordata, gm já é chamada de governo motors: plano do tesouro dos eua prevê controle de 70% da montadora. governo planeja injetar mais us$ 50 bilhões para viabilizar a empresa.",neutro
646,"lucro da exxon cai 66% no trimestre: baixa foi maior do que a esperada em wall street. maior petrolífera do mundo lucrou us$ 3,95 bilhões no segundo trimestre.",neutro
1954,"britânica fica chocada ao achar caracol em refeição de maternidade. a britânica angel crawford, de 20 anos, disse ter ficado chocada depois que encontrou um caracol em sua refeição em uma maternidade de aberdeen, no reino unido. o incidente ocorreu dias depois de ela dar à luz em novembro.",surpresa
1574,babá é acusada de esfaquear duas crianças em apartamento de ny. duas crianças foram esfaqueadas e encontradas mortas pela mãe na banheira de um apartamento de luxo de nova york na tarde de quinta-feira.,tristeza
445,agência de risco rebaixa notas de crédito de tam e gol: fitch teme que queda da demanda afete resultado das companhias. as classificações de ambas as empresas têm perspectivas negativas.,neutro
199,"mortes por dengue no paraguai preocupam a cidade de foz do iguaçu. em 2012, 70 pessoas morreram em decorrência da doença no país vizinho. regional de saúde diz que em foz do iguaçu situação está sob controle.",tristeza
1300,promotoria pede pena máxima contra jornalistas da al-jazeera no egito. eles são acusados de apoiar a irmandade muçulmana no país. pena máxima varia entre 15 e 25 anos de prisão.,tristeza
663,atentado na província paquistanesa do baluchistão deixa mortos. pelo menos 10 pessoas morreram e 31 ficaram feridas. veículo que transportava as forças de segurança parece ter sido o alvo.,tristeza
1901,cientistas mostram que origem espontânea da vida na terra é viável: experiências químicas mostram como poderiam surgir moléculas de rna. elas agiriam como faz-tudo que impulsionaria as primeiras formas de vida.,neutro
808,"site do kremlin é atingido por ataque ""poderoso"". as autoridades da rússia bloquearam o acesso a várias páginas eletrônicas da oposição não parlamentar ""por convocações de atividades ilegais""",desgosto
1865,"cheia do rio negro em manaus obriga famílias a conviver em meio a lixo. até agora, 14 bairros da capital foram atingidos pela cheia. manaus está em situação de emergência desde o dia 26 de maio.",desgosto
42,mercado no kuwait vende melancias no formato de coração por r$ 790. fruta curiosa é importada do japão. melancia é vendida em supermercado da capital.,alegria
1127,filha acha corpo do pai em laboratório 17 anos depois. a descoberta sobre a morte aconteceu após a filha pedir auxílio a uma prima de maringá para localizá-lo,tristeza
1703,"engenheiros do der avaliam estragos da chuva na graciosa. nesta quinta, um deslizamentono quilômetro 10,8, na região de morretes, abriu uma cratera na primeira estrada construída no estado para ligar curitiba ao litoral",medo
1439,"polícia do paraguai prende criminoso brasileiro na fronteira, diz mídia local. homem foi identificado como ledson moura da silva, ledinho"". ele é um dos dez criminosos mais procurados pelo espírito santo.",medo
107,"delegado afirma que morto era inocente: no lugar errado, hora errada. vinícius paiva era estudante e foi baleado em uma ação criminosa. tentativa de assalto ocorreu nesta segunda-feira (19), em praia grande.",tristeza
1089,"nigéria teme centenas de mortes em suposto ataque do boko haram. ataque aconteceu na terça contra quatro cidades do estado de borno. muitos habitantes fugiram para o camarões, diz deputado.",tristeza
1107,"ao menos 14 morrem pisoteados em festival na índia. ao menos 14 pessoas morreram pisoteadas, incluindo seis crianças, no fim da tarde desta segunda (19), em um festival religioso no estado de bihar, no nordeste da índia.",tristeza
389,"duplo atentado suicida contra igreja deixa 11 mortos na nigéria. onze pessoas foram mortas e trinta ficaram feridas em um duplo atentado suicida que destruiu este domingo uma igreja cristã numa cidade do norte da nigéria, informou o exército.",tristeza
613,"parentes e amigos participam de missa para vítimas do voo 447 na alemanha: homenagem aconteceu na igreja johannes, em duesseldorf. 26 alemães estavam a bordo do avião, que desapareceu no dia 31/5.",tristeza
1,"haiti sofre com cólera depois da passagem do furacão sandy. após a passagem do furacão sandy pelo haiti, o país vive as dificuldades da reconstrução, além de problemas causados pela contaminação da bactéria que causa o cólera.",tristeza
1819,"novo ataque de grupo armado com facas deixa 4 mortos na china. uma das vítimas é um agressor, morto pela polícia. prefeito de changsha não considera caso um ato terrorista.",tristeza
104,"obras de requalificação mudam trânsito na barra a partir de 2ª feira. passagem ficará interditada na rua marques de leão, informa prefeitura. também será proibido estacionar em algumas regiões do bairro; confira.",neutro
230,polícia alemã prende 49 em manifestação do dia do trabalho: trinta agentes federais ficaram levemente feridos na confusão. quase 5.000 policiais foram mobilizados em berlim.,desgosto
715,"joão pessoa registra 14 pontos de alagamento em manhã de chuva. avenidas como epitácio pessoa, beira rio e sérgio guerra pararam. devido à desatenção dos motoristas três acidentes foram registrados.",tristeza
1463,mahmoud ahmadinejad diz que eleição foi livre e saudável: presidente conservador se defendeu em discurso na televisão. milhares de eleitores de mir hussein moussavi protestam resultado.,raiva
582,"lavrov: não há visão comum sobre crimeia. o ministro das relações exteriores da rússia, sergey lavrov, disse que as diferenças entre moscou e os estados unidos sobre a crise na ucrânia persistem, mesmo após as negociações em londres.",desgosto
1897,papa francisco nomeia três não italianos para órgão financeiro. nomeados vão trabalhar na autoridade da informação financeira. órgão do vaticano previne e luta contra a lavagem de dinheiro.,neutro
1778,estudo da onu encontra mais de 13 mil sites de pornografia infantil na web. a maioria das vítimas de abuso tem dez anos ou até menos. as meninas são as principais vítimas.,raiva
1248,"méxico lança pacote de estímulo econômico de us$ 2 bilhões: objetivo é apoiar setores afetados pela nova gripe. medidas fiscais totalizam cerca de 17,4 bilhões de pesos.",neutro
916,"trânsito consome até três horas do dia nas capitais, diz pesquisa: paulistanos enfrentam congestionamento três vezes por dia. metade dos entrevistados diz que não faz nada para melhorar a situação.",tristeza
639,tigre escapa da jaula e fere três funcionários de zoológico tcheco. incidente aconteceu na cidade de liberec. tigre branco é nativo da índia e considerado raro.,medo
821,"china tem 13 milhões de abortos por ano, diz estudo: pesquisa foi publicada no jornal do país, que diz que o dado é preocupante.",tristeza
767,subcomandante de upp da vila cruzeiro no rio é morto em tiroteio. esse é o décimo primeiro policial a morrer em uma área ocupada por unidade de polícia pacificadora,tristeza
1414,"servidores da embrapa suspendem greve até quarta, mas não aceitam reajuste: greve já durava dez dias e atividades serão retomadas na segunda-feira. nova paralisação geral deve acontecer a partir da próxima quarta-feira.",neutro
257,"após morte de bebê, família alega negligência médica e faz protesto. manifestação bloqueou rodovia que liga glorinha a gravataí, no rs. criança de 14 dias morreu com infecção generalizada na última semana.",tristeza
1788,papa dá adeus ao oriente médio e pede reconhecimento do estado palestino: bento xvi quer que a solução de dois estados vire realidade e traga paz. pontífice visitou o santo sepulcro em seu último dia de peregrinação.,neutro
749,macaco bêbado é visto com garrafa de vinho na malásia. animal conseguiu abrir o recipiente e pareceu gostar do cheiro da bebida. flagra foi feito por professor de física em universidade.,surpresa
1110,cinco bebês mortos são achados em porão na finlândia. polícia prendeu suposta mãe dos bebês em oulu. mulher de 35 anos disse que bebês eram seus filhos que nasceram mortos.,tristeza
796,americana de 31 anos é presa por se passar por adolescente de 15 anos. charity anne johnson foi acusada de mentir sobre sua identidade. ela foi levada para a cadeia do condado de gregg com fiança de us$ 500.,surpresa
352,tabela periódica ganha 112º elemento: elemento superpesado descoberto por cientistas alemães existe apenas por alguns segundos e se desfaz.,surpresa
295,"leão-marinho aparece na lagoa dos patos, em pelotas. a chegada de um leão-marinho surpreendeu moradores de pelotas, no sul do estado.",surpresa
1220,"pescador se surpreende ao fisgar tartaruga-aligátor de 45 kg em lago. dave harrell capturou animal no lago eufala, em oklahoma. inicialmente, ele pensou que havia fisgado um peixe enorme.",surpresa
505,"indústria empurra novas drogas, sem garantir que são melhores que antigas: interesses comerciais acabam muitas vezes atrapalhando tratamentos. opinião é de psquiatra americano, em artigo no jornal ""new york times"".",desgosto
828,fiocruz entrega 1º lote de remédio para gripe a de fabricação própria: são 150 mil kits de produção nacional; 5 mil para o rio. ministério comprará ainda outros 800 mil do exterior.,alegria
671,pais colocam filho em máquina de lavar roupa e criança fica presa. uma brincadeira acabou dando errado para um casal que decidiu colocar o filho dentro de uma máquina de lavar roupa em uma lavanderia pública. a criança ficou presa por mais de um minuto com a máquina em movimento após trava automática da porta ser acionada.,surpresa
640,"atlético bate lanterna em lima e alcança líderes do grupo. gol da vitória sobre o universitario saiu no segundo tempo e levou o furacão a seis pontos, ao lado de the strongest e vélez",neutro
341,"navio com haitianos naufraga nas antilhas, e 113 são resgatados: dois corpos também foram retirados das águas. cerca de 80 imigrantes estão desaparecidos.",tristeza
59,chuvas deixam 10 mortos nas filipinas: ao menos 15 pessoas estão desaparecidas. mau tempo fecha portos e provoca colapso na rede elétrica.,tristeza
528,"laboratórios apresentam bons resultados em drogas para o câncer: testes clínicos mostraram potencial contra tumor de intestino, pele e mama. dados ainda são preliminares; estudos com pacientes humanos continuam.",alegria
1093,"cnbb: padres devem respeitar lei disciplinar do celibato: conduta deve ser seguida por heterossexuais e homossexuais, diz cnbb. conferência, que acaba hoje, reuniu nos últimos dez dias 330 bispos.",surpresa
1297,neozelandês diz que viu avião malaio em chamas no vietnã. homem trabalhava em plataforma de petróleo no sudeste do país. avião com 239 a bordo sumiu quando ia da malásia para a china.,tristeza
1705,"reconstrução de usina no japão custará o equivalente ao pib do país. a tepco, empresa gestora da usina nuclear de fukushima daiichi, no nordeste do japão, calcula que gastará 100 bilhões de euros na reconstrução total da central.",neutro
597,"posto de combustíveis sem bombas pega motoristas de surpresa em sp. local teve atividade revogada por vender combustível fora dos padrões. no entanto, estabelecimento segue funcionando com loja de conveniência.",surpresa
816,"crueldade! mulher e filho torturam poodle no rs. registro foi feito pelo vizinho na última sexta (10); nesta segunda (13), caso passou a ser investigado pela delegacia da vitima.",tristeza
1820,cientistas encontram esqueleto do rei ricardo iii. cientistas disseram que encontraram restos mortais de 500 anos do rei da inglaterra ricardo iii embaixo de uma estacionamento na cidade de leicester.,surpresa
1698,"governo dos eua é ameaça para a internet, diz mark zuckerberg. ele diz ter ligado para obama para expressar frustração sobre espionagem. o governo devia ser um defensor da internet, não uma ameaça, disse.",desgosto
1450,"menina russa vivia trancafiada com cachorros e gatos em apartamento: garota de cinco anos não sabia falar e emitia sons como os de animais. pai da menina, acusado de a ter roubado da mãe, pode ser preso.",desgosto
1675,"número de mortos em explosão em edifício em nova york já chega a 8. mais de 40 pessoas ficaram feridas, e provavelmente ainda há vítimas presas sob os escombros",tristeza
479,"engavetamento atingiu pelo menos 140 carros nos eua. episódio ocorreu no texas, nesta quinta-feira, e deixou duas pessoas mortas, além de 80 feridos, 10 deles em estado.",tristeza
497,"violentos combates e bombardeios continuam na síria. após uma noite de combates, qadam e tadamun, dois bairros pobres do sul de damasco onde os rebeldes tentam tomar a capital, continuavam sendo palco de enfrentamentos e disparos.",tristeza
1363,"para anistia, crescimento não ajudou direitos humanos no brasil: crise econômica mundial deve piorar situação, diz analista. entidade divulgou seu relatório anual sobre direitos humanos no mundo.",desgosto
1068,"funcionários dos correios voltam a trabalhar após greve em mato grosso. paralisação de atividades começou no dia 30 de janeiro em 15 estados. categoria cobrava melhorias no trabalho, saúde e plano de carreira.",neutro
708,"verissimo continua em estado grave, mas responde ao tratamento, segundo boletim. as informações foram divulgadas às 9h15 desta sexta. o escritor está internado no hospital moinhos de vento na capital",tristeza
1290,"americano é suspeito de marcar com faca pentagrama nas costas do filho. ele ligou para a polícia e contou ter cortado garoto de 6 anos, que está bem.",raiva
1800,"câmeras flagram avó, filhos e netos roubando óculos em loja de cascavel. no total, grupo levou 39 óculos; prejuízo foi de quase r$ 15 mil. imagens foram cedidas pela polícia civil; ação durou cerca de 15 minutos.",surpresa
829,ciclistas nus protestam contra a cultura do carro: protesto pacífico em londres está na sexta edição. manifestantes também se opõem à dependência de petróleo.,surpresa
1694,"flerte e inexperiência podem ter causado acidente aéreo em nova york, diz jornal: acidente matou 50 no estado americano de nova york em fevereiro. informação foi publicada pelo jornal new york post.",tristeza
0,"irã liberta viúva condenada ao apedrejamento, diz comitê internacional. a viúva iraniana sakineh mohammadi-ashtiani, condenada à morte por apedrejamento, foi libertada juntamente com o seu filho e o seu advogado, anunciou nesta quinta-feira (9) o comitê internacional contra apedrejamento, sediado na alemanha.",alegria
367,vice-presidente josé alencar é novamente internado em sp: ele viajou de brasília para sp em razão de desconforto abdominal. vice-presidente se submete a exames no hospital sírio-libanês.,neutro
805,"como é a tecnologia para acompanhar e rastrear um avião? controle aéreo conta com uma série de dados para determinar localização de aeronaves, mas nada serviu para dar pistas sobre o voo mh370.",neutro
1684,avião agrícola cai no pr: aeronave bateu em fios de rede de transmissão de energia. piloto foi socorrido pelos bombeiros e levado para hospital.,surpresa
1347,"indústria do japão tem maior crescimento em 56 anos: setor cresceu 8,3% no 2º trimestre na comparação com o anterior. japão entrou em recessão no segundo trimestre de 2008.",neutro
117,"incêndio em fábrica em bangladesh deixa 120 mortos. pelo menos 120 pessoas morreram no sábado à noite após um incêndio que tomou conta de uma fabrica de roupas de oito andares em dhaka, capital de bangladesh, segundo informações do corpo de bombeiros.",tristeza
1176,terra esgotada em minas gerais levou agricultor para amazônia: busca por áreas ainda sem uso é apontada como um dos motores do desmatamento.,tristeza
